CaseNumber,IUCR,Description,LocationDescription,Arrest,District,CommunityArea,UpdatedOn,Latitude,Longitude,Date,Time,Year,Month,Day
JG217736,486.0,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,0,12,28,2023-08-19 15:40:26,41.8845,-87.6803,2023-04-09,19:00:00,2023,4,9
JG217554,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,47,2023-08-19 15:40:26,41.7247,-87.5973,2023-04-10,10:19:00,2023,4,10
JG217399,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,42,2023-08-19 15:40:26,41.7777,-87.6143,2023-04-10,00:00:00,2023,4,10
JG216671,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,0,6,69,2023-08-19 15:40:26,41.7576,-87.6345,2023-04-09,14:45:00,2023,4,9
JG218029,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,0,16,15,2023-08-19 15:40:26,41.9554,-87.7842,2023-04-09,23:00:00,2023,4,9
JG218117,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,37,2023-08-19 15:40:26,41.7992,-87.632,2023-04-06,16:00:00,2023,4,6
JG218022,460.0,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,11,28,2023-08-19 15:40:26,41.8812,-87.6873,2023-04-10,15:30:00,2023,4,10
JG218106,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,26,2023-08-19 15:40:26,41.8798,-87.7239,2023-04-09,22:30:00,2023,4,9
JG217950,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,COMMERCIAL / BUSINESS OFFICE,1,11,28,2023-08-19 15:40:26,41.8812,-87.6873,2023-04-10,15:35:00,2023,4,10
JG218227,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,9,61,2023-08-19 15:40:26,41.8096,-87.6711,2023-04-10,18:30:00,2023,4,10
JG218212,460.0,SIMPLE,PARK PROPERTY,0,2,38,2023-08-19 15:40:26,41.8177,-87.6263,2023-04-10,18:10:00,2023,4,10
JG216743,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,4,43,2023-08-19 15:40:26,41.7565,-87.5529,2023-04-09,16:14:00,2023,4,9
JG217959,460.0,SIMPLE,STREET,0,17,14,2023-08-19 15:40:26,41.9647,-87.7019,2023-04-10,15:39:00,2023,4,10
JG218291,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,1,2,39,2023-08-19 15:40:26,41.8107,-87.6039,2023-04-10,18:38:00,2023,4,10
JG218215,460.0,SIMPLE,RESIDENCE,0,8,63,2023-08-19 15:40:26,41.7891,-87.7022,2023-04-10,19:11:00,2023,4,10
JG218312,460.0,SIMPLE,STREET,0,8,70,2023-08-19 15:40:26,41.7466,-87.7096,2023-04-10,18:00:00,2023,4,10
JG218387,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,22,73,2023-08-19 15:40:26,41.7081,-87.6477,2023-04-10,21:00:00,2023,4,10
JG218249,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,44,2023-08-19 15:40:26,41.7468,-87.6038,2023-04-10,18:00:00,2023,4,10
JG218487,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,8,64,2023-08-19 15:40:26,41.7753,-87.7648,2023-04-10,23:15:00,2023,4,10
JG218470,460.0,SIMPLE,RESTAURANT,0,1,28,2023-08-19 15:40:26,41.8666,-87.6392,2023-04-10,22:59:00,2023,4,10
JG218452,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,25,20,2023-08-19 15:40:26,41.9376,-87.7394,2023-04-10,22:22:00,2023,4,10
JG218527,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,0,24,1,2023-08-19 15:40:26,42.0175,-87.6682,2023-04-07,00:00:00,2023,4,7
JG218535,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,8,66,2023-08-19 15:40:26,41.7805,-87.6824,2023-04-11,00:37:00,2023,4,11
JG218581,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,46,2023-08-19 15:40:26,41.7383,-87.5563,2023-04-11,02:57:00,2023,4,11
JG218591,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,3,43,2023-08-19 15:40:26,41.763,-87.5781,2023-04-11,03:00:00,2023,4,11
JG218617,460.0,SIMPLE,STREET,1,15,25,2023-08-19 15:40:26,41.8949,-87.7549,2023-04-11,01:00:00,2023,4,11
JG218571,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,0,6,71,2023-08-19 15:40:26,41.7467,-87.6639,2023-04-11,02:00:00,2023,4,11
JG218719,460.0,SIMPLE,WAREHOUSE,1,10,30,2023-08-19 15:40:26,41.8325,-87.7243,2023-04-11,05:35:00,2023,4,11
JG218714,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,63,2023-08-19 15:40:26,41.8004,-87.6879,2023-04-11,08:15:00,2023,4,11
JG218764,460.0,SIMPLE,SIDEWALK,1,10,29,2023-08-19 15:40:26,41.86,-87.7213,2023-04-11,08:30:00,2023,4,11
JG218846,460.0,SIMPLE,VEHICLE NON - COMMERCIAL,0,3,43,2023-08-19 15:40:26,41.7659,-87.5763,2023-04-11,00:01:00,2023,4,11
JG218975,460.0,SIMPLE,SMALL RETAIL STORE,0,4,51,2023-08-19 15:40:26,41.7224,-87.5844,2023-04-11,12:00:00,2023,4,11
JG217723,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,2,35,2023-08-19 15:40:26,41.8238,-87.6198,2023-04-10,12:00:00,2023,4,10
JG218446,460.0,SIMPLE,SIDEWALK,0,24,77,2023-08-19 15:40:26,41.9946,-87.6599,2023-04-10,22:33:00,2023,4,10
JG219330,460.0,SIMPLE,CTA TRAIN,0,19,3,2023-08-19 15:40:26,41.9661,-87.6579,2023-04-11,15:45:00,2023,4,11
JG218272,460.0,SIMPLE,RESTAURANT,0,1,32,2023-08-19 15:40:26,41.8821,-87.6275,2023-04-10,18:40:00,2023,4,10
JG219037,486.0,DOMESTIC BATTERY SIMPLE,ALLEY,0,17,16,2023-08-19 15:40:26,41.9412,-87.7285,2023-04-10,20:30:00,2023,4,10
JG219406,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,8,56,2023-08-19 15:40:26,41.7905,-87.7801,2023-04-11,14:45:00,2023,4,11
JG219323,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,3,43,2023-08-19 15:40:26,41.7639,-87.5665,2023-04-11,04:03:00,2023,4,11
JG219604,460.0,SIMPLE,SIDEWALK,0,19,7,2023-08-19 15:40:26,41.9308,-87.6655,2023-04-11,19:35:00,2023,4,11
JG219317,460.0,SIMPLE,PARK PROPERTY,0,8,56,2023-08-19 15:40:26,41.7905,-87.7801,2023-04-11,14:35:00,2023,4,11
JG219292,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,7,67,2024-03-15 15:41:18,41.7623,-87.665,2023-04-11,15:52:00,2023,4,11
JG219346,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",VEHICLE NON - COMMERCIAL,1,7,67,2023-08-19 15:40:26,41.7623,-87.665,2023-04-11,15:59:00,2023,4,11
JG219578,460.0,SIMPLE,RESTAURANT,0,18,8,2023-08-19 15:40:26,41.8926,-87.6312,2023-04-11,18:29:00,2023,4,11
JG219774,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,19,3,2023-08-19 15:40:26,41.9685,-87.6597,2023-04-11,19:00:00,2023,4,11
JG219810,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,6,71,2023-08-19 15:40:26,41.7446,-87.6451,2023-04-12,00:10:00,2023,4,12
JG219801,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,43,2023-08-19 15:40:26,41.7673,-87.5813,2023-04-11,23:45:00,2023,4,11
JG219778,486.0,DOMESTIC BATTERY SIMPLE,VEHICLE NON - COMMERCIAL,0,24,1,2023-08-19 15:40:26,42.0104,-87.6612,2023-04-11,23:25:00,2023,4,11
JG219891,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,4,43,2023-08-19 15:40:26,41.7562,-87.5526,2023-04-12,02:30:00,2023,4,12
JG219936,486.0,DOMESTIC BATTERY SIMPLE,NURSING / RETIREMENT HOME,0,25,19,2023-08-19 15:40:26,41.9249,-87.766,2023-04-11,22:00:00,2023,4,11
JG219883,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,5,49,2023-08-19 15:40:26,41.719,-87.6262,2023-04-12,01:54:00,2023,4,12
JG219988,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,25,19,2023-08-19 15:40:26,41.9193,-87.7597,2023-04-12,07:20:00,2023,4,12
JG220229,485.0,AGGRAVATED OF A CHILD,RESIDENCE,0,7,67,2023-08-19 15:40:26,41.7749,-87.6714,2023-03-30,18:34:00,2023,3,30
JG220249,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,39,2023-08-19 15:40:26,41.8114,-87.6059,2023-04-12,09:00:00,2023,4,12
JG220165,486.0,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,0,5,54,2023-08-19 15:40:26,41.6566,-87.6023,2023-04-12,09:30:00,2023,4,12
JG220248,460.0,SIMPLE,NURSING / RETIREMENT HOME,0,2,35,2023-08-19 15:40:26,41.8324,-87.6233,2023-04-11,17:00:00,2023,4,11
JG220192,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,6,71,2023-08-19 15:40:26,41.7554,-87.6502,2023-04-12,10:03:00,2023,4,12
JG218344,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,40,2023-08-19 15:40:26,41.7885,-87.6223,2023-04-10,19:46:00,2023,4,10
JG220021,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,16,11,2023-08-19 15:40:26,41.9838,-87.7732,2023-04-12,08:05:00,2023,4,12
JG219313,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,35,2023-08-19 15:40:26,41.8404,-87.629,2023-04-11,16:18:00,2023,4,11
JG220050,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,7,67,2023-08-19 15:40:26,41.7753,-87.6738,2023-04-12,08:30:00,2023,4,12
JG220425,460.0,SIMPLE,RESIDENCE - PORCH / HALLWAY,0,11,26,2023-08-19 15:40:26,41.8811,-87.7208,2023-04-11,23:30:00,2023,4,11
JG220408,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,5,53,2023-08-19 15:40:26,41.6811,-87.642,2023-04-12,12:05:00,2023,4,12
JG220617,460.0,SIMPLE,STREET,0,24,1,2023-08-19 15:40:26,42.0103,-87.6659,2023-04-12,15:00:00,2023,4,12
JG217564,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PRIVATE BUILDING,0,11,26,2023-08-19 15:40:26,41.8707,-87.7335,2023-04-10,10:45:00,2023,4,10
JG220692,460.0,SIMPLE,SIDEWALK,0,18,8,2023-08-19 15:40:26,41.89,-87.6317,2023-04-09,01:00:00,2023,4,9
JG220706,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,6,69,2023-08-19 15:40:26,41.7524,-87.6004,2023-04-12,16:23:00,2023,4,12
JG220743,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,44,2023-08-19 15:40:26,41.7355,-87.6072,2023-04-12,15:40:00,2023,4,12
JG220753,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,12,28,2023-08-19 15:40:26,41.8831,-87.6776,2023-04-12,10:00:00,2023,4,12
JG220828,460.0,SIMPLE,PARK PROPERTY,0,12,28,2023-08-19 15:40:26,41.879,-87.6584,2023-04-12,16:55:00,2023,4,12
JG220817,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,12,31,2023-08-19 15:40:26,41.855,-87.6671,2023-04-12,17:20:00,2023,4,12
JG220991,460.0,SIMPLE,STREET,0,8,57,2023-08-19 15:40:26,41.7999,-87.7351,2023-04-12,19:30:00,2023,4,12
JG221148,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,2,38,2023-08-19 15:40:26,41.8178,-87.6231,2023-04-12,21:00:00,2023,4,12
JG221134,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,26,2023-08-19 15:40:26,41.8761,-87.7311,2023-04-12,23:00:00,2023,4,12
JG221179,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-08-19 15:40:26,41.89,-87.7737,2023-04-12,23:05:00,2023,4,12
JG221112,460.0,SIMPLE,OTHER (SPECIFY),0,19,6,2023-08-19 15:40:26,41.94,-87.6451,2023-04-12,22:15:00,2023,4,12
JG221154,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,0,6,69,2023-08-19 15:40:26,41.7523,-87.5992,2023-04-12,23:03:00,2023,4,12
JG221171,460.0,SIMPLE,BAR OR TAVERN,0,19,6,2023-08-19 15:40:26,41.9472,-87.6536,2023-04-12,23:24:00,2023,4,12
JG221250,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,10,30,2023-08-19 15:40:26,41.8399,-87.7147,2023-04-13,01:45:00,2023,4,13
JG221210,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,1,4,51,2025-03-18 15:40:50,41.7174,-87.5688,2023-04-13,00:25:00,2023,4,13
JG221297,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,1,2,40,2023-08-19 15:40:26,41.7978,-87.6177,2023-04-13,03:35:00,2023,4,13
JG221293,496.0,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,3,43,2023-08-19 15:40:26,41.764,-87.5805,2023-04-13,04:26:00,2023,4,13
JG221330,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,3,43,2023-08-19 15:40:26,41.7689,-87.5715,2023-04-13,05:30:00,2023,4,13
JG221374,460.0,SIMPLE,RESIDENCE,0,6,71,2023-08-19 15:40:26,41.7429,-87.6758,2023-04-13,06:40:00,2023,4,13
JG220255,460.0,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,3,42,2023-08-19 15:40:26,41.7852,-87.6085,2023-04-12,08:20:00,2023,4,12
JG221437,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,9,61,2023-08-19 15:40:26,41.8113,-87.6687,2023-04-13,03:00:00,2023,4,13
JG221469,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,22,72,2023-08-19 15:40:26,41.7004,-87.6699,2023-04-12,07:00:00,2023,4,12
JG221386,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-08-19 15:40:26,41.899,-87.7668,2023-04-13,07:24:00,2023,4,13
JG221636,460.0,SIMPLE,SMALL RETAIL STORE,0,6,44,2023-08-19 15:40:26,41.7439,-87.6071,2023-04-13,11:09:00,2023,4,13
JG221571,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,0,20,77,2023-08-19 15:40:26,41.9892,-87.6651,2023-04-13,10:04:00,2023,4,13
JG221041,460.0,SIMPLE,CTA PLATFORM,0,9,34,2023-08-19 15:40:26,41.831,-87.6307,2023-04-12,19:20:00,2023,4,12
JG221406,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-08-19 15:40:26,41.8759,-87.7463,2023-04-12,12:45:00,2023,4,12
JG221658,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,71,2023-08-19 15:40:26,41.7368,-87.6546,2023-04-13,11:30:00,2023,4,13
JG221091,460.0,SIMPLE,SIDEWALK,0,24,1,2023-08-19 15:40:26,42.0098,-87.6741,2023-04-12,21:44:00,2023,4,12
JG221719,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,1,33,2023-08-19 15:40:26,41.8635,-87.6241,2023-04-12,00:01:00,2023,4,12
JG222058,460.0,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,25,19,2023-08-19 15:40:26,41.9172,-87.7574,2023-04-13,16:05:00,2023,4,13
JG219658,486.0,DOMESTIC BATTERY SIMPLE,NAN,0,11,26,2023-08-19 15:40:26,41.8708,-87.7365,2023-04-11,20:26:00,2023,4,11
JG222066,460.0,SIMPLE,APARTMENT,0,25,21,2023-08-19 15:40:26,41.9325,-87.7246,2023-04-13,15:30:00,2023,4,13
JG221933,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,9,58,2023-08-19 15:40:26,41.8186,-87.6945,2023-04-13,13:20:00,2023,4,13
JG218355,460.0,SIMPLE,SCHOOL - PRIVATE GROUNDS,0,18,8,2023-08-19 15:40:26,41.9077,-87.6457,2023-02-06,00:00:00,2023,2,6
JG222084,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,17,14,2023-08-19 15:40:26,41.9713,-87.7269,2023-04-13,16:28:00,2023,4,13
JG222112,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,52,2023-08-19 15:40:26,41.6913,-87.5413,2023-04-13,12:00:00,2023,4,13
JG222411,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,22,73,2023-08-19 15:40:26,41.7298,-87.6568,2023-04-13,20:30:00,2023,4,13
JG222379,460.0,SIMPLE,APARTMENT,0,9,34,2023-08-19 15:40:26,41.8522,-87.6332,2023-04-13,19:36:00,2023,4,13
JG222357,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,25,2023-08-19 15:40:26,41.8769,-87.7435,2023-04-13,19:34:00,2023,4,13
JG221339,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,25,19,2023-08-19 15:40:26,41.9297,-87.7498,2023-04-12,11:00:00,2023,4,12
JG222399,495.0,AGGRAVATED OF A SENIOR CITIZEN,SMALL RETAIL STORE,0,6,69,2023-08-19 15:40:26,41.7509,-87.6278,2023-04-13,19:49:00,2023,4,13
JG222448,460.0,SIMPLE,SIDEWALK,0,15,25,2023-08-19 15:40:26,41.8822,-87.7705,2023-04-13,21:26:00,2023,4,13
JG222491,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,24,1,2023-08-19 15:40:26,42.017,-87.6805,2023-04-13,21:30:00,2023,4,13
JG222598,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,10,29,2023-08-19 15:40:26,41.864,-87.7178,2023-04-14,00:30:00,2023,4,14
JG222652,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,10,30,2023-08-19 15:40:26,41.8444,-87.7157,2023-04-14,02:00:00,2023,4,14
JG222566,460.0,SIMPLE,GAS STATION,1,3,42,2023-08-19 15:40:26,41.7727,-87.6058,2023-04-14,01:10:00,2023,4,14
JG222609,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,0,2,35,2023-08-19 15:40:26,41.83,-87.6184,2023-04-14,00:49:00,2023,4,14
JG222680,460.0,SIMPLE,NURSING / RETIREMENT HOME,0,22,75,2023-08-19 15:40:26,41.6857,-87.6789,2023-04-14,02:30:00,2023,4,14
JG222666,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,4,43,2023-08-19 15:40:26,41.756,-87.5834,2023-04-14,02:00:00,2023,4,14
JG222709,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-08-19 15:40:26,41.8813,-87.7616,2023-04-14,04:00:00,2023,4,14
JG222622,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,16,15,2023-08-19 15:40:26,41.9487,-87.7581,2023-04-14,01:20:00,2023,4,14
JG222656,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,0,10,30,2023-08-19 15:40:26,41.8343,-87.7231,2023-04-14,02:09:00,2023,4,14
JG220121,460.0,SIMPLE,APARTMENT,0,11,23,2023-08-19 15:40:26,41.8996,-87.7262,2023-04-12,09:06:00,2023,4,12
JG222710,486.0,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,1,18,8,2023-08-19 15:40:26,41.8994,-87.6241,2023-04-14,04:16:00,2023,4,14
JG222874,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,4,46,2023-08-19 15:40:26,41.7363,-87.5611,2023-04-14,08:45:00,2023,4,14
JG214198,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,68,2023-08-19 15:40:26,41.7867,-87.6328,2023-04-07,12:15:00,2023,4,7
JG221632,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,19,5,2023-08-19 15:40:26,41.9524,-87.6749,2023-04-10,03:00:00,2023,4,10
JG222916,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,25,19,2023-08-19 15:40:26,41.9239,-87.7713,2023-04-14,09:45:00,2023,4,14
JG222951,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,25,19,2023-08-19 15:40:26,41.9269,-87.7549,2023-04-06,15:30:00,2023,4,6
JG223173,460.0,SIMPLE,SCHOOL - PUBLIC BUILDING,0,8,57,2023-08-19 15:40:26,41.8032,-87.722,2023-04-10,15:45:00,2023,4,10
JG223222,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,15,25,2023-08-19 15:40:26,41.8811,-87.7698,2023-04-14,09:00:00,2023,4,14
JG223312,460.0,SIMPLE,STREET,0,6,49,2023-08-19 15:40:26,41.7218,-87.6217,2023-04-14,15:00:00,2023,4,14
JG223309,486.0,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,7,68,2023-08-19 15:40:26,41.7738,-87.6495,2023-04-14,15:20:00,2023,4,14
JG223372,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,27,2023-08-19 15:40:26,41.871,-87.7041,2023-04-14,15:10:00,2023,4,14
JG223544,460.0,SIMPLE,SIDEWALK,0,25,19,2023-08-19 15:40:26,41.93,-87.7723,2023-04-14,17:20:00,2023,4,14
JG223650,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,0,14,24,2023-08-19 15:40:26,41.9057,-87.6933,2023-04-14,18:19:00,2023,4,14
JG223558,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,7,67,2023-08-19 15:40:26,41.7787,-87.6763,2023-04-13,15:10:00,2023,4,13
JG218419,486.0,DOMESTIC BATTERY SIMPLE,STREET,0,3,43,2023-08-19 15:40:26,41.7735,-87.5731,2023-04-10,21:51:00,2023,4,10
JG223553,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,19,6,2023-08-19 15:40:26,41.9353,-87.6551,2023-04-14,17:10:00,2023,4,14
JG222894,460.0,SIMPLE,SIDEWALK,0,24,2,2023-08-19 15:40:26,41.9968,-87.6886,2023-04-14,09:23:00,2023,4,14
JG223790,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,9,58,2023-08-19 15:40:26,41.8092,-87.7028,2023-04-14,20:30:00,2023,4,14
JG223889,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,18,8,2023-08-19 15:40:26,41.8957,-87.6288,2023-04-14,23:15:00,2023,4,14
JG223886,420.0,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,0,15,25,2023-08-19 15:40:26,41.8891,-87.7554,2023-04-14,23:00:00,2023,4,14
JG223866,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,25,25,2023-08-19 15:40:26,41.9163,-87.7978,2023-04-14,22:30:00,2023,4,14
JG223979,454.0,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,0,2,35,2023-08-19 15:40:26,41.8382,-87.6155,2023-04-15,00:22:00,2023,4,15
JG223901,460.0,SIMPLE,SIDEWALK,0,18,8,2023-08-19 15:40:26,41.8903,-87.6311,2023-04-15,00:05:00,2023,4,15
JG223967,460.0,SIMPLE,ALLEY,1,8,65,2023-08-19 15:40:26,41.7835,-87.7339,2023-04-15,01:22:00,2023,4,15
JG224043,460.0,SIMPLE,STREET,1,19,6,2023-08-19 15:40:26,41.9502,-87.649,2023-04-15,04:20:00,2023,4,15
JG223021,460.0,SIMPLE,BANK,0,18,8,2023-08-19 15:40:26,41.897,-87.6312,2023-04-14,11:03:00,2023,4,14
JG224401,498.0,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,0,11,27,2023-08-19 15:40:26,41.8773,-87.7123,2023-04-15,10:30:00,2023,4,15
JG224376,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,2,38,2023-08-19 15:40:26,41.8159,-87.6168,2023-04-15,12:02:00,2023,4,15
JG220755,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,7,68,2023-08-19 15:40:26,41.7896,-87.6511,2023-04-12,05:30:00,2023,4,12
JG224464,497.0,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,0,7,67,2023-08-19 15:40:26,41.7723,-87.6559,2023-04-15,08:00:00,2023,4,15
JG223138,484.0,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",LIBRARY,0,11,26,2023-08-19 15:40:26,41.8793,-87.7256,2023-04-14,12:48:00,2023,4,14
JG224518,486.0,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,0,14,24,2023-08-19 15:40:26,41.9039,-87.6928,2023-04-15,11:00:00,2023,4,15
JG224358,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,0,5,49,2023-08-19 15:40:26,41.7028,-87.6197,2023-04-15,11:40:00,2023,4,15
JG224734,460.0,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,18,8,2023-08-19 15:40:26,41.8912,-87.6326,2023-04-15,16:10:00,2023,4,15
JG221103,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,11,27,2023-08-19 15:40:26,41.8719,-87.6995,2023-04-12,21:15:00,2023,4,12
JG224878,460.0,SIMPLE,RESIDENCE,0,25,20,2023-08-19 15:40:26,41.9143,-87.7338,2023-04-15,18:37:00,2023,4,15
JG223813,495.0,AGGRAVATED OF A SENIOR CITIZEN,SIDEWALK,0,11,26,2023-08-19 15:40:26,41.8849,-87.7258,2023-04-14,22:05:00,2023,4,14
JG224965,460.0,SIMPLE,NURSING / RETIREMENT HOME,0,25,19,2023-08-19 15:40:26,41.9249,-87.766,2023-04-15,17:06:00,2023,4,15
JG224946,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,0,2,35,2023-08-19 15:40:26,41.8311,-87.6191,2023-04-15,19:38:00,2023,4,15
JG225029,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,0,6,44,2023-08-19 15:40:26,41.7275,-87.6084,2023-04-15,20:38:00,2023,4,15
JG225061,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),0,2,35,2023-08-19 15:40:26,41.838,-87.6081,2023-04-15,21:00:00,2023,4,15
JG225102,430.0,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA BUS,0,5,50,2023-08-19 15:40:26,41.6925,-87.6099,2023-04-15,23:18:00,2023,4,15
JG225156,486.0,DOMESTIC BATTERY SIMPLE,APARTMENT,1,6,44,2023-08-19 15:40:26,41.7468,-87.6002,2023-04-15,07:00:00,2023,4,15
